,0,p_value,relevant,trigger
1447845615,0.1175864077562186,0.0748678186952589,,OK; 
1447845630,0.12440252999152247,0.059483490455940626,,
1447845645,0.13050307167944722,0.06046577514834772,,
1447845660,0.1325767469237676,0.11836495439856425,,
1447845675,0.10859844356688428,0.10384513181621136,,
1447845690,0.06735591025681814,0.1330078005401715,,
1447845705,0.04641150127011134,0.09184415281906314,,
1447845720,0.07279399373654878,0.09490411370391008,,
1447845735,0.09887029354061648,0.12488804043437025,,
1447845750,0.096648922006549,0.13263143098537372,,
1447845765,0.09515739159267296,0.09381112701868717,,
1447845780,0.09398149953580362,0.1010885841705906,,
1447845795,0.11364835215708748,0.13395235185973467,,
1447845810,0.12442548018983615,0.06439823971502541,,
1447845825,0.1600729696560574,0.03417718721763826,True,
1447845840,0.2079325728022972,0.02964855888703067,True,
1447845855,0.19461144706831676,0.012970558565057577,True,
1447845870,0.20385936169428384,0.02649461894445548,True,
1447845885,0.22214804327515567,0.081190162772041,,
1447845900,0.16463711514631174,0.058858005259598827,,
1447845915,0.13220698694885746,0.028304003977154917,True,
1447845930,0.18883442871632206,0.004447704653749295,True,
1447845945,0.20776980930925035,0.005358217580670657,True,
1447845960,0.18613531888084908,0.01183883319590757,True,
1447845975,0.18064162598959402,0.038905379505811626,True,
1447845990,0.1523387849516037,0.07547988555015626,,
1447846005,0.11731454123667096,0.061758483251423676,,
1447846020,0.0972999320163651,0.10223986613943024,,OK; 
1447846035,0.09979298869953404,0.08472548256339156,,
1447846050,0.10213550396638668,0.12470984101272538,,
1447846065,0.07319935069619182,0.11887203832779153,,
1447846080,0.06598649300277724,0.11710681953502193,,
1447846095,0.08773018409229061,0.12620377873366195,,
1447846110,0.12921405017699109,0.08357169017260667,,
1447846125,0.1690481104837762,0.0831646222692404,,
1447846140,0.16672438567722994,0.056852521483314135,,
1447846155,0.13920837395342214,0.07163344817115193,,
1447846170,0.09388719793244214,0.1132857585173363,,
1447846185,0.07156672207171297,0.11932808974543703,,
1447846200,0.09025831031273177,0.124003871183847,,
1447846215,0.11969979468658365,0.03524707170275921,True,
1447846230,0.13619199714242525,0.06529880724521588,,
1447846245,0.11321463983703417,0.014270327850222215,True,OK; 
1447846260,0.0962754108255314,0.015395591732074231,True,
1447846275,0.11399968096387972,0.0253511157413198,True,
1447846290,0.11745813843417192,0.12459870730606165,,
1447846305,0.10130318177044932,0.12915147094606533,,
1447846320,0.09067466151852943,0.11916879430147426,,
1447846335,0.08687976416687937,0.13264027573272855,,
1447846350,0.08758192844351817,0.12110945609941733,,
1447846365,0.07983245464884564,0.1259296987853697,,
1447846380,0.056855848088025636,0.1251417844777344,,
1447846395,0.05711878174315914,0.12143845273628524,,
1447846410,0.06461767671005357,0.1294820025541858,,
1447846425,0.060908679810311075,0.12431736150850535,,OK; 
1447846440,0.08666565021079227,0.1229724709755383,,
1447846455,0.09798388279888244,0.12563520347013066,,
1447846470,0.07519939061112335,0.1259575127373113,,
1447846485,0.06254649817648328,0.09180683923353827,,
1447846500,0.08177438925906595,0.10584643711166904,,
1447846515,0.10474005789814383,0.07988963423330536,,
1447846530,0.1325329427360247,0.09485023012341184,,
1447846545,0.1580113276542662,0.1296060034853409,,
1447846560,0.14043733121241714,0.1295755104746142,,
1447846575,0.12825997073185055,0.070323324630088,,
1447846590,0.15629089090875845,0.016958211631530225,True,
1447846605,0.198824966688001,0.006617099801692065,True,
1447846620,0.18786481935059046,0.002599268254323602,True,
1447846635,0.1438251689825795,0.008546377790220841,True,
1447846650,0.14602332200985818,0.02571241209534269,True,
1447846665,0.1571857354954593,0.03715269522295399,True,
1447846680,0.16828374739288735,0.04738221713431492,True,
1447846695,0.21045516811128573,0.01956483752360931,True,
1447846710,0.3189622790748815,0.0015473678569520215,True,
1447846725,0.5081676813869727,7.40429193788284e-05,True,
1447846740,0.562217768035176,1.346430012030408e-05,True,
1447846755,0.3863247424569562,4.560042247714725e-05,True,
1447846770,0.25486678651224604,0.005507481231576133,True,
1447846785,0.22922247855222003,0.0314652145123118,True,OK; 
1447846800,0.17827302482230367,0.03583817313311002,True,
1447846815,0.16562384824843815,0.047071021028254674,True,
1447846830,0.18151703405599606,0.11004860653638708,,
1447846845,0.16025119776835733,0.09478740954569416,,
1447846860,0.13046907432614974,0.12771426306573494,,
1447846875,0.08617074822405671,0.11886789244878232,,
1447846890,0.06629759633490034,0.1283268932648353,,
1447846905,0.08633012981907869,0.1175499163994738,,OK; 
1447846920,0.09160763321640708,0.12364061217378935,,
1447846935,0.07613703464575677,0.10738786176314212,,
1447846950,0.06584678217821606,0.11710773639428812,,
1447846965,0.050542765472719665,0.1229950534671816,,
1447846980,0.043349214944530784,0.12244003775510615,,
1447846995,0.07874688853827884,0.1236867696521302,,
1447847010,0.1292255071084711,0.12607635414993318,,
1447847025,0.1522123172208378,0.0805587028119166,,
1447847040,0.12436409850145452,0.09246899759144413,,
1447847055,0.0888997188744972,0.11319929195801655,,
1447847070,0.1254976573928707,0.0280165250298355,True,
1447847085,0.1344418542545886,0.1022916717871674,,
1447847100,0.06528146720358867,0.1004992512916249,,
1447847115,0.05393722109033385,0.12502034438521248,,
1447847130,0.08608814020575847,0.13103664571390647,,
1447847145,0.09913260707852553,0.1280424338852434,,
1447847160,0.12166940865713173,0.03075332119093767,True,
1447847175,0.15779908603890194,0.014280175812729959,True,
1447847190,0.1729525459159551,0.005822250516787285,True,
1447847205,0.18287689748546931,0.021732202103575262,True,
1447847220,0.17525853292264426,0.029492335961371168,True,
1447847235,0.13021367255897984,0.09440573474246468,,
1447847250,0.09365663368941816,0.08595013487847952,,
1447847265,0.09947125349152164,0.13017195321060215,,OK; 
1447847280,0.08404579747997422,0.12989039719517298,,
1447847295,0.03938734733059951,0.12515799291716967,,
1447847310,0.05409672221637586,0.0985007765403518,,
1447847325,0.10026479783037984,0.122222668489776,,
1447847340,0.10237333737003584,0.12787777705873354,,
1447847355,0.07556121511616712,0.0760696114291564,,
1447847370,0.10581711118264267,0.046582971476705176,True,
1447847385,0.1775093967374866,0.047601712869326886,True,
1447847400,0.21966978131272394,0.04558089809148028,True,
1447847415,0.21729554223804964,0.03067551962489418,True,
1447847430,0.18504523554437566,0.005150808513368232,True,
1447847445,0.1288008168364164,0.06032045624515425,,
1447847460,0.10313949574320053,0.06025795866194904,,
1447847475,0.13778728328433965,0.07442558160231942,,
1447847490,0.1431376193446871,0.05586287494334384,,
1447847505,0.10892881990058084,0.06425681353644185,,
1447847520,0.08413026859598767,0.10220245211141346,,
1447847535,0.0803971059448887,0.07089961448029766,,
1447847550,0.11956872397676628,0.013859166650480714,True,
1447847565,0.16161563733219886,0.008235241621571006,True,
1447847580,0.17135960743598785,0.021466037576430213,True,
1447847595,0.1783314503804981,0.023595923371060968,True,
1447847610,0.15494578017748414,0.03452393771108322,True,
1447847625,0.10476205920370016,0.03121835918139108,True,
1447847640,0.07246966580673754,0.06363874282576858,,
1447847655,0.10167144493173602,0.12484570366093373,,
1447847670,0.15871260616905214,0.09851865000893152,,
1447847685,0.13545513800446335,0.06632773095295945,,OK; 
1447847700,0.08051114792877187,0.05801780483592948,,
1447847715,0.09394926893643116,0.09689058001444394,,
1447847730,0.15226187641158184,0.06354515540088063,,
1447847745,0.1726055127858538,0.018313291992155357,True,
1447847760,0.1431737820299699,0.00834059924019312,True,
1447847775,0.13020104066718222,0.03186184342608419,True,
1447847790,0.1745397485863947,0.024986798734602758,True,
1447847805,0.2001568496929002,0.029738201869781888,True,
1447847820,0.15463498595704375,0.0587189177043809,,
1447847835,0.13652067428960438,0.024640492807484697,True,
1447847850,0.1551724685251215,0.02114596575901461,True,
1447847865,0.1436823176429245,0.03213712023332023,True,
1447847880,0.11947880907646267,0.01907938312530466,True,
1447847895,0.13069445454036854,0.02172591859152372,True,
1447847910,0.2369242133115735,0.010462859682613084,True,
1447847925,0.2738307735651007,0.004218082218261278,True,
1447847940,0.2235982211131924,0.00904724516487357,True,
1447847955,0.2339256591771925,0.018752654646926013,True,
1447847970,0.2158826406390136,0.004755612790550032,True,
1447847985,0.19548746880951126,0.0022391575635513678,True,
1447848000,0.18205546116697985,0.034813336992067616,True,OK; 
1447848015,0.1451997055334424,0.07082519759107259,,
1447848030,0.1191031873439314,0.059957441738440864,,
1447848045,0.10227614383308356,0.036674259229353606,True,
1447848060,0.10581150794530664,0.014654721068916687,True,
1447848075,0.18446519227017635,0.003400864860152176,True,
1447848090,0.27887538434783193,0.003809099417397474,True,
1447848105,0.2299924153562142,0.024325313267039197,True,
1447848120,0.13568158398109512,0.03800226136298848,True,
1447848135,0.127125489255515,0.017554287117031633,True,
1447848150,0.15324688434395542,0.03626445822147769,True,
1447848165,0.16020339536545214,0.06580585635439362,,
1447848180,0.16049440450180802,0.04071335145585301,True,
1447848195,0.17780092474278458,0.06522057393717577,,
1447848210,0.16205433485084578,0.022647464132949675,True,
1447848225,0.1386609838009529,0.013836372693070195,True,
1447848240,0.13139621711589652,0.023208771617133986,True,
1447848255,0.10097790200270082,0.029414495007879276,True,
1447848270,0.12366940257699692,0.04924068622673268,True,
1447848285,0.17700888505277718,0.030919886487273014,True,
1447848300,0.15814651793740145,0.021864282462210463,True,
1447848315,0.1127555431754616,0.04773163160469043,True,
1447848330,0.09233830135164783,0.1017309021939749,,
1447848345,0.0993959337212423,0.06002191686712259,,
1447848360,0.11190445501226766,0.057965473009014765,,
1447848375,0.11994265470690947,0.040590179941309514,True,
1447848390,0.12056527726632565,0.07451300235082249,,
1447848405,0.16190366612886006,0.01549208989922679,True,
1447848420,0.22376350399697867,0.0095049619989583,True,
1447848435,0.2339814407001772,0.0004780844629253677,True,
1447848450,0.25417232837554343,0.00012520840375258968,True,
1447848465,0.2650884190249984,0.0002822019773129037,True,
1447848480,0.22498764545505956,0.003042033777636218,True,
1447848495,0.2313151873922457,0.0002735949166540882,True,
1447848510,0.27550584825988805,0.0005329945443993715,True,
1447848525,0.2616061031764311,0.0020197015411954284,True,
1447848540,0.2309193980164013,0.0007192024615730098,True,
1447848555,0.2467224407828641,0.0013000371951675856,True,
1447848570,0.2428845038707937,0.0020240948897296152,True,
1447848585,0.2464861174743433,0.0007077168991808269,True,OK; 
1447848600,0.270611198771487,0.00012086009304951191,True,
1447848615,0.2613286050911681,4.876933669838534e-05,True,
1447848630,0.23059712830753296,0.0019819627694982207,True,
1447848645,0.18061846304958992,0.016166409718743453,True,
1447848660,0.1940424562882188,0.077263332431059,,
1447848675,0.2171419323142432,0.012578948082482288,True,
1447848690,0.13995844947086014,0.017633138385320154,True,
1447848705,0.08671381344855676,0.08383483317134717,,
1447848720,0.1502582499278511,0.09831883103313767,,
1447848735,0.2035672285360185,0.1041548708076653,,OK; 
1447848750,0.22449002459550466,0.014594422747419287,True,
1447848765,0.2273146780808958,0.015203454326025009,True,
1447848780,0.186685971064424,0.017243751785512143,True,
1447848795,0.13183545835831367,0.013625312465827537,True,
1447848810,0.12740124021122706,0.06515293781003417,,
1447848825,0.2575990946198891,0.004811797097590361,True,
1447848840,0.3956578849567294,0.0004074071397016501,True,
1447848855,0.3496028362884841,0.00017275599829490526,True,
